Order_ID,Order_Date,Delivery_Date,Expected_Delivery,Delivery_Status,Payment_Mode,Payment_Status,Month_Name,Month_Number,Quarter,Year,Calendar_YearMonth,Distributor_Code,Distributor_Name,City,Zone,Tier,Owner_Name,Phone,GST_Number,Credit_Limit,Years_Active,DS_ID,DS_Name,DS_Type,Beat_Name,Outlet_Name,Outlet_Type,Channel_Type,SKU_Code,SKU_Name,Sub_Category,Category,SBU,MRP,Cost_Price,Distributor_Price,Quantity,Discount_Pct,Unit_Selling_Price,Gross_Value,Net_Sales_Value,Margin_Value,Target_Value,Is_Return,Gross_Margin_Pct,Achievement_Pct
ORD006869,2024-09-27,,2024-09-30,In Transit,NEFT,Pending,September,9,Q3,2024,2024-09,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,7,DS012,KARUPPASAMY,2W Route Common,VAIGAI ROUTE,THENDRAL STORES,Medical Shop,Retail,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,22.7,4.7,49.75,1362.0,1129.33,244.03,1236.56,No,21.6,91.3
ORD006870,2024-09-27,,2024-09-30,In Transit,UPI,Pending,September,9,Q3,2024,2024-09,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,7,DS015,PERIYANNAN,ROC Pace Route,THENUR SOUTH GR2,MALAR PROVISION,Town Wholesale,Town Wholesale,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,38.7,4.1,237.78,11029.5,9202.09,2032.91,10247.41,No,22.1,89.8
ORD006871,2024-09-18,,2024-09-21,Cancelled,Credit,Refunded,September,9,Q3,2024,2024-09,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS006,LOGANATHAN,ROC Pace Route,SANGAMUR ROUTE,VALLI KIRANA,Rural Wholesale,Rural Wholesale,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,25.6,7.9,65.7,2099.2,1681.92,317.44,1858.59,No,18.9,90.5
ORD006872,2024-09-18,2024-09-20,2024-09-21,Delivered,NEFT,Paid,September,9,Q3,2024,2024-09,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS008,NITHYANANDAM,Counter Route,THALIRUR BEAT,NILA PROVISION,Grocery,Retail,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,2.9,1.0,70.63,237.8,204.83,50.26,229.27,No,24.5,89.3
ORD006873,2024-09-18,2024-09-23,2024-09-21,Delivered,Cheque,Paid,September,9,Q3,2024,2024-09,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,5,DS020,THANDAVAN,Common Pace Route,VALLUR MAIN,MATHI TRADERS,Dual Outlet,Retail,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,52.4,0.8,67.32,4087.2,3527.57,870.89,3908.74,No,24.7,90.2
ORD006874,2024-09-11,,2024-09-14,In Transit,UPI,Pending,September,9,Q3,2024,2024-09,DT1012,BHARATHI DISTRIBUTORS,Thanjavur,Central,Tier 3,Durai Pandian,9852034567,33FICTD1012M1Z3,50000,5,DS005,BHARATH G,Grocery 2 Route,VANAPUR BEAT,REKHA GENERAL STORE,Rural Wholesale,Rural Wholesale,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,33.9,4.1,50.06,2034.0,1697.03,374.93,1962.92,No,22.1,86.5
ORD006875,2024-09-19,,2024-09-22,In Transit,NEFT,Pending,September,9,Q3,2024,2024-09,DT1009,KAVITHA TRADERS,Tiruppur,West,Tier 2,Karthik Pillai,9849001234,33FICTD1009M1Z8,75000,4,DS020,THANDAVAN,Common Pace Route,SEMPUR ROUTE,MEENA PROVISION,Mini Market,Counter,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,3.4,1.9,75.11,299.2,255.37,60.89,307.73,No,23.8,83.0
ORD006876,2024-09-23,,2024-09-26,Cancelled,Cheque,Refunded,September,9,Q3,2024,2024-09,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,3,DS017,VAITHIYANATHAN,Counter Route,KADUPUR BEAT,YAMUNA TRADERS,Counter Shop,Counter,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,23.9,4.8,49.69,1434.0,1187.59,255.49,1339.19,No,21.5,88.7
ORD006877,2024-09-20,2024-09-25,2024-09-23,Delivered,UPI,Overdue,September,9,Q3,2024,2024-09,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,7,DS005,BHARATH G,Grocery 2 Route,NATCHIPUR BEAT,PONNI GENERAL STORE,Rural Wholesale,Rural Wholesale,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,29.6,2.4,47.55,1657.6,1407.48,330.04,1626.94,No,23.4,86.5
ORD006878,2024-09-13,,2024-09-16,In Transit,UPI,Pending,September,9,Q3,2024,2024-09,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,9841023456,33FICTD1001M1Z5,200000,7,DS017,VAITHIYANATHAN,Counter Route,THENUR SOUTH GR2,NILA PROVISION,Premium Grocery,Retail,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,10.2,7.2,68.63,867.0,700.03,136.48,738.59,No,19.5,94.8
ORD006879,2024-09-13,2024-09-17,2024-09-16,Delivered,Cash,Paid,September,9,Q3,2024,2024-09,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,3,DS007,CHELVAN P,2W Route B,KADUPUR BEAT,VENNILA KIRANA,Grocery,Retail,PURIS-FRESH75,FRESH BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,54,35.1,47.0,38.1,4.8,44.74,2057.4,1704.59,367.28,2106.27,No,21.5,80.9
ORD006880,2024-09-01,,2024-09-04,Cancelled,UPI,Refunded,September,9,Q3,2024,2024-09,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS005,BHARATH G,Grocery 2 Route,PANANUR BEAT,KAVERI TRADERS,Dual Outlet,Retail,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,2.9,6.2,69.37,246.5,201.17,40.94,244.73,No,20.4,82.2
ORD006881,2024-09-10,,2024-09-13,Pending,Cheque,Pending,September,9,Q3,2024,2024-09,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,3,DS008,NITHYANANDAM,Counter Route,INNAMUR NORTH,KOKILA PROVISION,Town Wholesale,Town Wholesale,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,54.4,2.5,72.1,4624.0,3922.24,916.64,4398.66,No,23.4,89.2
ORD006882,2024-09-05,2024-09-06,2024-09-08,Delivered,Credit,Paid,September,9,Q3,2024,2024-09,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,9854056789,33FICTD1014M1Z4,50000,4,DS014,SOUNDARARAJAN,Grocery 2 Route,THUPUR ROUTE,SUBHA PROVISION,Dual Outlet,Retail,FLMSTK-CB01,CLASSIC BOX,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,10,6.5,8.7,50.2,3.4,8.4,502.0,421.68,95.38,491.7,No,22.6,85.8
ORD006883,2024-09-20,2024-09-24,2024-09-23,Delivered,Credit,Overdue,September,9,Q3,2024,2024-09,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS014,SOUNDARARAJAN,Grocery 2 Route,VENDUR ROUTE,PARI GENERAL STORE,Bakery Outlet,Retail,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,51.1,6.0,69.51,4343.5,3551.96,728.68,4166.42,No,20.5,85.3
ORD006884,2024-09-02,2024-09-03,2024-09-05,Delivered,Credit,Paid,September,9,Q3,2024,2024-09,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS018,MAYILVAHANAN,2W Route Common,KURIUR NORTH,KALAI PROVISION,Town Wholesale,Town Wholesale,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,55.4,5.3,210.09,14127.0,11638.99,2456.44,12591.26,No,21.1,92.4
ORD006885,2024-09-27,2024-09-29,2024-09-30,Delivered,Credit,Paid,September,9,Q3,2024,2024-09,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS004,SATHEESH R,Common Pace Route,VENDUR ROUTE,KOKILA PROVISION,Dual Outlet,Retail,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,19.4,4.3,7.49,174.6,145.31,31.82,177.8,No,21.9,81.7
ORD006886,2024-09-06,,2024-09-09,In Transit,Cheque,Pending,September,9,Q3,2024,2024-09,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS012,KARUPPASAMY,2W Route Common,KURIUR NORTH,GANGA GENERAL STORE,Town Wholesale,Town Wholesale,FOAMX-SG100,SHOWER GEL 100ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,138,89.7,120.06,45.6,1.0,118.86,6292.8,5420.02,1329.7,6650.91,No,24.5,81.5
ORD006887,2024-09-25,2024-09-27,2024-09-28,Delivered,NEFT,Paid,September,9,Q3,2024,2024-09,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,4,DS018,MAYILVAHANAN,2W Route Common,NEYUR BEAT,OVIYA SUPER STORE,Town Wholesale,Town Wholesale,CLEANOZ-HW200,HAND WASH 200ML,HAND WASH,HAND WASH,PERSONAL CARE,170,110.5,147.9,-39.3,4.4,141.39,-6681.0,-5556.63,0.0,6302.15,Yes,-0.0,88.2
ORD006888,2024-09-07,,2024-09-10,Pending,NEFT,Pending,September,9,Q3,2024,2024-09,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,3,DS014,SOUNDARARAJAN,Grocery 2 Route,ILAIUR BEAT,KOTHAI SUPER STORE,Medical Shop,Retail,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,6.9,7.0,63.11,538.2,435.46,85.63,485.11,No,19.7,89.8
ORD006889,2024-09-02,,2024-09-05,Cancelled,UPI,Refunded,September,9,Q3,2024,2024-09,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS008,NITHYANANDAM,Counter Route,VEZHUR ROC B,LAVANYA PROVISION,Bakery Outlet,Retail,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,3.0,0.6,51.89,180.0,155.67,38.67,170.9,No,24.8,91.1
ORD006890,2024-09-11,,2024-09-14,Pending,Credit,Pending,September,9,Q3,2024,2024-09,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,6,DS014,SOUNDARARAJAN,Grocery 2 Route,VALLIPUR BEAT,KANMANI KIRANA,Premium Grocery,Retail,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,48.4,2.8,10.15,580.8,491.26,113.74,545.9,No,23.2,90.0
ORD006891,2024-09-26,,2024-09-29,In Transit,Cash,Pending,September,9,Q3,2024,2024-09,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,9843045678,33FICTD1003M1Z7,150000,9,DS017,VAITHIYANATHAN,Counter Route,KOLLIPUR MAIN,VAANI GENERAL STORE,Medical Shop,Retail,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,53.2,1.8,95.69,5958.4,5090.71,1217.75,5635.49,No,23.9,90.3
ORD006892,2024-09-22,,2024-09-25,In Transit,UPI,Pending,September,9,Q3,2024,2024-09,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,3,DS010,PANDIARAJAN,ROC Route Pace,INNAMUR NORTH,KUMARI PROVISION,Bakery Outlet,Retail,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,15.6,4.3,46.63,873.6,727.43,159.59,804.23,No,21.9,90.5
ORD006893,2024-09-03,,2024-09-06,In Transit,Credit,Pending,September,9,Q3,2024,2024-09,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,3,DS004,SATHEESH R,Common Pace Route,THIZHUR ROC B,NIRMALA KIRANA,Rural Wholesale,Rural Wholesale,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,52.8,5.0,70.25,4488.0,3709.2,792.0,4279.68,No,21.4,86.7
ORD006894,2024-09-02,2024-09-03,2024-09-05,Delivered,Credit,Paid,September,9,Q3,2024,2024-09,DT1013,MULLAI ENTERPRISES,Kanchipuram,North,Tier 3,Satheesh Kumar,9853045678,33FICTD1013M1Z7,50000,2,DS016,SIVAKKOLUNDHU,2W Route B,KURIUR NORTH,REKHA GENERAL STORE,Hotel & Restaurant,Key Accounts,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,9.3,5.2,226.81,2557.5,2109.33,446.95,2225.09,No,21.2,94.8
ORD006895,2024-09-23,,2024-09-26,Cancelled,Cheque,Refunded,September,9,Q3,2024,2024-09,DT1010,THAMIZHAN MARKETING,Thoothukudi,South,Tier 2,Senthil Raja,9850012345,33FICTD1010M1Z2,50000,6,DS013,THIYAGARAJAN,Common Pace Route,VALLIPUR BEAT,MALAI KIRANA,Premium Grocery,Retail,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,40.1,5.0,19.84,962.4,795.58,170.02,924.07,No,21.4,86.1
ORD006896,2024-09-20,2024-09-22,2024-09-23,Delivered,Cheque,Paid,September,9,Q3,2024,2024-09,DT1007,THIRUMARAN AGENCIES,Vellore,North,Tier 2,Anand Subramanian,9847089012,33FICTD1007M1Z1,75000,3,DS005,BHARATH G,Grocery 2 Route,KADUPUR BEAT,VELAN PROVISION,Mini Market,Counter,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,30.1,2.0,7.67,270.9,230.87,54.78,245.31,No,23.7,94.1
ORD006897,2024-09-14,2024-09-18,2024-09-17,Delivered,NEFT,Overdue,September,9,Q3,2024,2024-09,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS002,PRABU S,ROC Route Pace,MAZHALUR MAIN,MEENA PROVISION,Grocery,Retail,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,30.6,7.3,201.62,7650.0,6169.57,1197.07,7535.83,No,19.4,81.9
ORD006898,2024-09-24,,2024-09-27,Pending,UPI,Pending,September,9,Q3,2024,2024-09,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,4,DS017,VAITHIYANATHAN,Counter Route,SELVANUR MAIN,KOTHAI SUPER STORE,Bakery Outlet,Retail,DIVYA-PUJA,PUJA SPECIAL AGARBATTI,AGARBATTI,AGARBATTI,HOME ESSENTIALS,48,31.2,41.76,-11.3,2.6,40.67,-542.4,-459.57,0.0,527.51,Yes,-0.0,87.1
ORD006899,2024-09-16,,2024-09-19,Cancelled,UPI,Refunded,September,9,Q3,2024,2024-09,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,3,DS016,SIVAKKOLUNDHU,2W Route B,PONGIUR NORTH,KALAI PROVISION,Beauty Counter,Counter,FOAMX-SG100,SHOWER GEL 100ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,138,89.7,120.06,39.5,5.9,112.98,5451.0,4462.71,919.56,4966.85,No,20.6,89.8
ORD006900,2024-09-22,,2024-09-25,Pending,NEFT,Pending,September,9,Q3,2024,2024-09,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS018,MAYILVAHANAN,2W Route Common,VEZHUR ROC B,PREETHI TRADERS,Medical Shop,Retail,CLEANOZ-HW200,HAND WASH 200ML,HAND WASH,HAND WASH,PERSONAL CARE,170,110.5,147.9,15.2,3.1,143.32,2584.0,2178.46,498.86,2299.68,No,22.9,94.7
ORD006901,2024-09-15,2024-09-19,2024-09-18,Delivered,UPI,Paid,September,9,Q3,2024,2024-09,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS002,PRABU S,ROC Route Pace,VAANUR NORTH B1,VIMALA SUPER STORE,Mini Market,Counter,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,51.8,2.2,242.5,14763.0,12561.5,2965.55,15290.21,No,23.6,82.2
ORD006902,2024-09-20,2024-09-25,2024-09-23,Delivered,Cash,Paid,September,9,Q3,2024,2024-09,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,9854056789,33FICTD1014M1Z4,50000,4,DS018,MAYILVAHANAN,2W Route Common,MARANGUR MAIN,SATHYA PROVISION,Rural Wholesale,Rural Wholesale,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,5.2,7.6,68.33,442.0,355.32,68.02,391.91,No,19.1,90.7
ORD006903,2024-09-03,,2024-09-06,In Transit,Cash,Pending,September,9,Q3,2024,2024-09,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS003,DURAI M,2W Route Common,THENMALUR ROC,PONNI GENERAL STORE,Bakery Outlet,Retail,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,51.6,5.2,72.58,4540.8,3745.13,793.61,4380.27,No,21.2,85.5
ORD006904,2024-09-24,2024-09-26,2024-09-27,Delivered,Cash,Paid,September,9,Q3,2024,2024-09,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,3,DS012,KARUPPASAMY,2W Route Common,ILAIUR BEAT,MALAI KIRANA,Counter Shop,Counter,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,16.3,3.4,115.98,2249.4,1890.47,428.36,2247.52,No,22.7,84.1
ORD006905,2024-09-22,2024-09-23,2024-09-25,Delivered,Cash,Paid,September,9,Q3,2024,2024-09,DT1004,SENTHOOR ENTERPRISES,Tiruchirappalli,Central,Tier 1,Ramesh Murugan,9844056789,33FICTD1004M1Z2,125000,6,DS015,PERIYANNAN,ROC Pace Route,KANNIPUR ROC,NANDHINI PROVISION,Bakery Outlet,Retail,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,46.4,0.8,237.34,12760.0,11012.58,2718.58,12033.27,No,24.7,91.5
ORD006906,2024-09-20,2024-09-21,2024-09-23,Delivered,NEFT,Paid,September,9,Q3,2024,2024-09,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,9854056789,33FICTD1014M1Z4,50000,4,DS001,VIGNESH K,2W Route Common,MARANGUR MAIN,KOKILA PROVISION,Dual Outlet,Retail,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,32.7,0.0,52.2,1962.0,1706.94,431.64,1935.13,No,25.3,88.2
ORD006907,2024-09-13,,2024-09-16,Cancelled,Cash,Refunded,September,9,Q3,2024,2024-09,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,9855067890,33FICTD1015M1Z6,50000,3,DS015,PERIYANNAN,ROC Pace Route,ILAIUR BEAT,AMUDHA GENERAL STORE,Convenience Store,Convenience,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,16.5,2.9,69.27,1353.0,1142.95,263.5,1264.18,No,23.1,90.4
ORD006908,2024-09-05,,2024-09-08,In Transit,Cheque,Pending,September,9,Q3,2024,2024-09,DT1008,PONNI WHOLESALE,Erode,West,Tier 2,Murugan Natarajan,9848090123,33FICTD1008M1Z9,75000,5,DS010,PANDIARAJAN,ROC Route Pace,VENGAIUR MAIN,NANDHINI PROVISION,Convenience Store,Convenience,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,4.2,1.5,214.24,1050.0,899.81,217.31,996.62,No,24.2,90.3
ORD006909,2024-09-19,,2024-09-22,In Transit,Credit,Pending,September,9,Q3,2024,2024-09,DT1003,MUTHTHU MARKETING,Madurai,South,Tier 1,Ganesh Selvam,9843045678,33FICTD1003M1Z7,150000,9,DS008,NITHYANANDAM,Counter Route,KAVERIUR ROC,MALAR PROVISION,Counter Shop,Counter,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,-36.6,3.9,158.85,-6954.0,-5813.91,0.0,6371.07,Yes,-0.0,91.3
ORD006910,2024-09-28,2024-09-29,2024-10-01,Delivered,UPI,Overdue,September,9,Q3,2024,2024-09,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS002,PRABU S,ROC Route Pace,PANANUR BEAT,KALAI PROVISION,Beauty Counter,Counter,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,26.3,2.3,72.25,2235.5,1900.17,447.1,2179.74,No,23.5,87.2
ORD006911,2024-09-03,,2024-09-06,Pending,NEFT,Pending,September,9,Q3,2024,2024-09,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS005,BHARATH G,Grocery 2 Route,PANANUR BEAT,KAVERI TRADERS,Beauty Counter,Counter,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,51.2,4.0,115.26,7065.6,5901.31,1308.67,7155.46,No,22.2,82.5
ORD006912,2024-09-04,2024-09-06,2024-09-07,Delivered,NEFT,Overdue,September,9,Q3,2024,2024-09,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,4,DS009,MUTHURAMAN,2W Route Common,VAALUR ROC B,GANGA GENERAL STORE,Beauty Counter,Counter,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,6.4,1.1,75.72,563.2,484.61,118.53,520.77,No,24.5,93.1
ORD006913,2024-09-08,,2024-09-11,Cancelled,NEFT,Refunded,September,9,Q3,2024,2024-09,DT1006,AZHAGIRI SUPPLIERS,Tirunelveli,South,Tier 2,Vijay Arumugam,9846078901,33FICTD1006M1Z6,100000,8,DS008,NITHYANANDAM,Counter Route,MAZHAIUR ROUTE,YAMUNA TRADERS,Convenience Store,Convenience,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,5.1,6.6,69.07,433.5,352.26,70.49,387.98,No,20.0,90.8
ORD006914,2024-09-01,2024-09-06,2024-09-04,Delivered,Credit,Paid,September,9,Q3,2024,2024-09,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,9842034567,33FICTD1002M1Z3,175000,5,DS012,KARUPPASAMY,2W Route Common,SENTHUR ROUTE,THENDRAL STORES,Medical Shop,Retail,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,0.8,1.9,213.37,200.0,170.7,40.7,208.72,No,23.8,81.8
ORD006915,2024-09-21,2024-09-23,2024-09-24,Delivered,UPI,Paid,September,9,Q3,2024,2024-09,DT1005,PANDIYAN DISTRIBUTORS,Salem,West,Tier 2,Dinesh Krishnan,9845067890,33FICTD1005M1Z4,100000,4,DS006,LOGANATHAN,ROC Pace Route,KUZHIPUR ROUTE,MALAI KIRANA,Convenience Store,Convenience,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,22.4,3.0,116.46,3091.2,2608.7,599.42,2857.61,No,23.0,91.3
ORD006916,2024-09-19,,2024-09-22,In Transit,Credit,Pending,September,9,Q3,2024,2024-09,DT1011,SELVARAJ AGENCIES,Dindigul,South,Tier 3,Prabu Selvam,9851023456,33FICTD1011M1Z5,50000,3,DS007,CHELVAN P,2W Route B,NANMAIUR ROUTE,KALAI PROVISION,Mini Market,Counter,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,26.5,5.4,9.88,318.0,261.82,55.12,321.32,No,21.1,81.5
